TRAIN,train0_1.png,1
TRAIN,train1_1.png,1
TRAIN,train2_1.png,1
TRAIN,train3_1.png,1
TRAIN,train4_1.png,1
TRAIN,train5_0.png,0
TRAIN,train6_1.png,1
TRAIN,train7_0.png,0
TRAIN,train8_1.png,1
TRAIN,train9_1.png,1
TRAIN,train10_1.png,1
TRAIN,train11_1.png,1
TRAIN,train12_1.png,1
TRAIN,train13_1.png,1
TRAIN,train14_1.png,1
TRAIN,train15_0.png,0
TRAIN,train16_1.png,1
TRAIN,train17_0.png,0
TRAIN,train18_0.png,0
TRAIN,train19_1.png,1
TRAIN,train20_0.png,0
TRAIN,train21_1.png,1
TRAIN,train22_1.png,1
TRAIN,train23_1.png,1
TRAIN,train24_0.png,0
TRAIN,train25_1.png,1
TRAIN,train26_1.png,1
TRAIN,train27_1.png,1
TRAIN,train28_1.png,1
TRAIN,train29_1.png,1
TRAIN,train30_1.png,1
TRAIN,train31_1.png,1
TRAIN,train32_0.png,0
TRAIN,train33_1.png,1
TRAIN,train34_1.png,1
TRAIN,train35_1.png,1
TRAIN,train36_1.png,1
TRAIN,train37_1.png,1
TRAIN,train38_0.png,0
TRAIN,train39_1.png,1
TRAIN,train40_1.png,1
TRAIN,train41_1.png,1
TRAIN,train42_1.png,1
TRAIN,train43_1.png,1
TRAIN,train44_1.png,1
TRAIN,train45_1.png,1
TRAIN,train46_1.png,1
TRAIN,train47_1.png,1
TRAIN,train48_1.png,1
TRAIN,train49_1.png,1
TRAIN,train50_1.png,1
TRAIN,train51_1.png,1
TRAIN,train52_1.png,1
TRAIN,train53_1.png,1
TRAIN,train54_1.png,1
TRAIN,train55_0.png,0
TRAIN,train56_1.png,1
TRAIN,train57_1.png,1
TRAIN,train58_1.png,1
TRAIN,train59_1.png,1
TRAIN,train60_1.png,1
TRAIN,train61_1.png,1
TRAIN,train62_0.png,0
TRAIN,train63_1.png,1
TRAIN,train64_1.png,1
TRAIN,train65_1.png,1
TRAIN,train66_1.png,1
TRAIN,train67_0.png,0
TRAIN,train68_0.png,0
TRAIN,train69_1.png,1
TRAIN,train70_1.png,1
TRAIN,train71_1.png,1
TRAIN,train72_0.png,0
TRAIN,train73_1.png,1
TRAIN,train74_1.png,1
TRAIN,train75_0.png,0
TRAIN,train76_1.png,1
TRAIN,train77_1.png,1
TRAIN,train78_0.png,0
TRAIN,train79_1.png,1
TRAIN,train80_1.png,1
TRAIN,train81_1.png,1
TRAIN,train82_1.png,1
TRAIN,train83_1.png,1
TRAIN,train84_1.png,1
TRAIN,train85_1.png,1
TRAIN,train86_0.png,0
TRAIN,train87_1.png,1
TRAIN,train88_1.png,1
TRAIN,train89_1.png,1
TRAIN,train90_1.png,1
TRAIN,train91_1.png,1
TRAIN,train92_1.png,1
TRAIN,train93_1.png,1
TRAIN,train94_0.png,0
TRAIN,train95_1.png,1
TRAIN,train96_1.png,1
TRAIN,train97_1.png,1
TRAIN,train98_1.png,1
TRAIN,train99_1.png,1
TRAIN,train100_1.png,1
TRAIN,train101_1.png,1
TRAIN,train102_1.png,1
TRAIN,train103_1.png,1
TRAIN,train104_0.png,0
TRAIN,train105_1.png,1
TRAIN,train106_1.png,1
TRAIN,train107_1.png,1
TRAIN,train108_1.png,1
TRAIN,train109_1.png,1
TRAIN,train110_1.png,1
TRAIN,train111_0.png,0
TRAIN,train112_1.png,1
TRAIN,train113_1.png,1
TRAIN,train114_1.png,1
TRAIN,train115_0.png,0
TRAIN,train116_1.png,1
TRAIN,train117_1.png,1
TRAIN,train118_1.png,1
TRAIN,train119_0.png,0
TRAIN,train120_1.png,1
TRAIN,train121_1.png,1
TRAIN,train122_1.png,1
TRAIN,train123_1.png,1
TRAIN,train124_0.png,0
