TRAIN,train0_0.png,0
TRAIN,train1_4.png,4
TRAIN,train2_7.png,7
TRAIN,train3_5.png,5
TRAIN,train4_5.png,5
TRAIN,train5_8.png,8
TRAIN,train6_3.png,3
TRAIN,train7_3.png,3
TRAIN,train8_5.png,5
TRAIN,train9_2.png,2
TRAIN,train10_8.png,8
TRAIN,train11_5.png,5
TRAIN,train12_8.png,8
TRAIN,train13_2.png,2
TRAIN,train14_1.png,1
TRAIN,train15_1.png,1
TRAIN,train16_5.png,5
TRAIN,train17_4.png,4
TRAIN,train18_3.png,3
TRAIN,train19_2.png,2
TRAIN,train20_8.png,8
TRAIN,train21_2.png,2
TRAIN,train22_5.png,5
TRAIN,train23_8.png,8
TRAIN,train24_3.png,3
TRAIN,train25_8.png,8
TRAIN,train26_5.png,5
TRAIN,train27_2.png,2
TRAIN,train28_3.png,3
TRAIN,train29_3.png,3
TRAIN,train30_1.png,1
TRAIN,train31_3.png,3
TRAIN,train32_7.png,7
TRAIN,train33_0.png,0
TRAIN,train34_1.png,1
TRAIN,train35_8.png,8
TRAIN,train36_3.png,3
TRAIN,train37_0.png,0
TRAIN,train38_8.png,8
TRAIN,train39_5.png,5
TRAIN,train40_4.png,4
TRAIN,train41_3.png,3
TRAIN,train42_7.png,7
TRAIN,train43_1.png,1
TRAIN,train44_6.png,6
TRAIN,train45_5.png,5
TRAIN,train46_6.png,6
TRAIN,train47_0.png,0
TRAIN,train48_1.png,1
TRAIN,train49_2.png,2
TRAIN,train50_0.png,0
TRAIN,train51_1.png,1
TRAIN,train52_0.png,0
TRAIN,train53_1.png,1
TRAIN,train54_8.png,8
TRAIN,train55_4.png,4
TRAIN,train56_6.png,6
TRAIN,train57_5.png,5
TRAIN,train58_1.png,1
TRAIN,train59_5.png,5
TRAIN,train60_3.png,3
TRAIN,train61_7.png,7
TRAIN,train62_4.png,4
TRAIN,train63_0.png,0
TRAIN,train64_0.png,0
TRAIN,train65_6.png,6
TRAIN,train66_2.png,2
